id,isDefault
1000575,0.003384565608747876
1028125,0.02897257353395999
1010694,0.0009550053134301377
1026712,0.0015053022906716122
1002895,0.004871303375876483
1023930,0.3725448351990206
1031202,0.04123073853732735
1041065,0.00122782247089619
1037799,0.02287305519153049
1036385,0.0031595239223223236
1028640,0.04285047775816394
1046198,0.0019104500925097216
1005902,0.017820975037348058
1001958,0.018167085146425118
1021171,0.0037083366541868345
1018693,0.018790075931634904
1046881,0.009187903895758204
1008394,0.061921209649670045
1039986,0.016928441481887622
1028449,0.10261958257079933
1037670,0.0030709476607777
1030356,0.00359919657346557
1047759,0.3363029753256272
1033422,0.004149004067229041
1041457,0.0010595274928725815
1047669,0.38244799520530737
1013635,0.0012350501935605384
1009911,0.0013195487364592114
1026052,0.01595215111488485
1013010,0.006259346543279755
1000541,0.010720934657871047
1023933,0.010239857404385827
1017173,0.036733200319089165
1010278,0.017339277696247223
1042322,0.003948225893742076
1035083,0.020248521541990527
1017136,0.015927205977437346
1008825,0.016878422128170135
1035744,0.007999273376926526
1019544,0.2239312458064058
1019583,0.040284536749204826
1015244,0.010452295698476916
1001057,0.014845633063998989
1018597,0.01021554980898747
1036106,0.28554938006289143
1021590,0.0004064219358648355
1028479,0.022408453656980964
1022178,0.015902699794137522
1021768,0.04022742490398578
1044905,0.027042406018862142
1018188,0.003751142594475698
1034782,0.03752834881876154
1043358,0.31115223268900527
1012386,0.005304314167379141
1019710,0.3121812816244194
1003882,0.0029091798345816755
1041743,0.007565102808076816
1045699,0.03308808200161226
1023722,0.010192196200914423
1005903,0.030409989745835503
1032382,0.012799107284439195
1032769,0.03629882772627405
1016556,0.03152318916988772
1018606,0.002287253056701589
1034996,0.014922387859126243
1030041,0.0006124454648234106
1034236,0.02395822112138639
1027554,0.006877294439450213
1005162,0.016584838325953588
1011175,0.008736258402926932
1033902,0.018171219661335166
1014356,0.031730868355032645
1045176,0.04848029122363314
1048152,0.20093509948419397
1026600,0.024887429234431668
1046111,0.4797545729875029
1010478,0.002222288779321075
1019200,0.00933997707290393
1030818,0.003568016808993819
1041083,0.04823738147494305
1020605,0.0017602417031911644
1020932,0.5580687686293948
1031833,0.004466671758519397
1002413,0.6261418423836801
1015116,0.00018859189593083408
